x,y
0.0,62.5
220.0,62.5
231.83568051838733,42.0
231.83568051838733,42.0
232.02782068101322,41.67123143753952
232.22342766237833,41.344513640966554
232.4224795764446,41.01988316602192
232.62495415172813,40.69737633490046
232.83082873379087,40.377029232187255
233.04008028777537,40.058877700820034
233.25268540098224,39.74295733807883
233.4686202854897,39.429303491603136
233.68786078081504,39.11795125543685
233.91038235661804,38.80893546610177
234.13616011544553,38.502290698699696
234.36516879551718,38.19805126304399
234.5973827735518,37.89625119982073
234.8327760676346,37.59692427677987
235.07132234012388,37.30010398495718
235.3129949005982,37.00582353492692
235.55776670884256,36.71411585308593
235.80561037787385,36.425013577969736
236.05649817700515,36.13854905660055
236.3104020349486,35.85475434086804
236.56729354295592,35.573661183943244
236.82714395799738,35.295301036725576
237.08992420597744,35.01970504432408
237.35560488498808,34.746904042572424
237.62415626859826,34.47692855457899
237.89554830918019,34.209808787311545
238.1697506412711,33.94557462821747
238.44673258497087,33.684255641879815
238.7264631493747,33.42588106670929
239.00891103604064,33.17047981167283
239.29404464249143,32.91808045305913
239.58183206575058,32.66871123128124
239.8722411059117,32.42240004771679
240.1652392697416,32.17917446158621
240.4607937743155,31.939061686869152
240.75887155068534,31.702088589259652
241.0594392475797,31.468281683160065
241.36246323513535,31.23766712871451
241.66790960866007,31.010270728881885
241.9757441924262,30.786117926548766
242.28593254349434,30.565233801682695
242.5984399555674,30.34764306852602
242.9132314628734,30.133370072830697
243.23027184407812,29.92243878913429
243.5495256262256,29.71487281807748
243.87095708870743,29.510695383763483
244.19453026725915,29.309929331159537
244.5202089579845,29.112597123540823
244.84795672140598,28.91872083997712
245.17773688654205,28.728322172862406
245.50951255501025,28.541422425487738
245.8432466051556,28.358042509657693
246.178901696204,28.17820294335059
246.51644027244035,28.001923848422756
246.85582456741048,27.829224948357158
247.1970166081468,27.660125566056585
247.53997821941695,27.494644621681637
247.8846710279952,27.332800630533796
248.23105646695603,27.17461170098379
248.57909577998905,27.020095532445488
248.92875002573558,26.869269413395564
249.27998008214567,26.722150219439087
249.63274665085535,26.578754411421386
249.98701026158358,26.43909803358627
250.34273127654868,26.30319671178087
250.69986989490306,26.171065651707295
251.05838615718665,26.04271963722131
251.41823994979785,25.918173028678183
251.7793910094816,25.79743976132597
252.14179892783454,25.68053334374627
252.50542315582618,25.56746685634286
252.87022300833567,25.458252949878094
253.2361576687042,25.352903844057458
253.60318619330175,25.251431326162347
253.97126751610827,25.153846749731173
254.34036045330836,25.0601610332891
254.71042370789928,24.970384659126346
255.08141587431166,24.884527672125344
255.45329544304218,24.802599678636895
255.82602080529801,24.724609845405254
256.1995502576524,24.650566898542557
256.5738420067105,24.580479122552433
256.94885417378606,24.514354359403065
257.32454479958653,24.452200007649807
257.7008718489083,24.39402302160734
258.07779321533974,24.339829910571574
258.45526672597214,24.28962673809137
258.83325014611887,24.243419121290053
259.21170118404035,24.201212230236962
259.59057749567654,24.163010787368954
259.9698366893843,24.12881906696206
260.3494363306807,24.098640894653194
260.72933394699083,24.07247964701216
261.1094870324,24.05033825116383
261.4898530524097,24.032219184460615
261.8703894486967,24.018124474205337
262.2510536438745,24.008055697424332
262.6318030462577,24.00201398069106
263.0125950546271,24.0
263.0125950546271,24.0
263.0694287814672,24.00017616184225
263.126260324203,24.000704640599153
263.1830874988141,24.001585415961422
263.23990812144814,24.002818454081094
263.2967200085044,24.00440370757287
263.35352097671785,24.00634111551589
263.4103088432432,24.008630603456115
263.4670814257384,24.011272083409157
263.52383654244915,24.01426545386368
263.58057201229195,24.017610599785286
